Gene_name,amount_interactors,allinteractors,interactors_processed,IsBait
ENY2,131,RPL18;RPL35;HNRNPC;EIF2S3;H1FX;TADA1;RPS6;RPS4X;YTHDF2;RPS5;USP22;RPS11;RPL10;SERBP1;ATXN7L1;SUPT20H;RPL29;RPS25;RBMXL2;EIF3B;EIF3G;RPL11;RPL17-C18ORF32;EIF3H;RPL24;RPL35A;ATXN7L3;RPS19;RPSA;KAT2A;RPL9;RPS16;SUPT7L;ATXN7;RPL39P5;RPL21;GNB2L1;ROCK1;RPL8;TRRAP;NEIL3;RPL15;RPS12;RPL18A;RPL37A;MCM3AP;RPLP0P6;RPS2;ATXN7L3B;RPL6;RPL23;RPL7;PABPC1;RPLP0;PCDHB15;RPLP2;EIF3D;RPL14;RPL7A;RPS9;RPL22;TADA3;RPL4;RPL38;RPL13A;RBMX;PRMT1;EIF2S3L;EIF3L;TMPO;RPL17;RPL3;RPL23A;PEX14;RPS3;NPM1;NACA;RPL5;ATXN7L2;RPL13;SRP72;EPRS;RPS8;EIF3C;RPS28;GLUD1;RPS18;NAA10;RPL36;RPL19;PABPC4;ENY2;RPL39;GLUD2;RPS13;RPL34;CCDC101;TADA2B;RPS15A;TAF5L;CAPRIN1;RPS21;EIF3K;RPL32;PRRC2C;DHX9;RPL31;TAF9B;RPS7;RPS24;EIF3A;EIF4A1;RPL30;CETN3;PRPS1L1;RPS3A;RPL10A;KIFC1;EIF3CL;PABPN1;PRPS1;RPL28;RPS20;ILF3;KTN1;RPL27A;RPLP1;SMO;RPL27;RPS23;TAF6L,RPL18;RPL35;HNRNPC;EIF2S3;H1FX;TADA1;RPS6;RPS4X;YTHDF2;RPS5;USP22;RPS11;RPL10;SERBP1;ATXN7L1;SUPT20H;RPL29;RPS25;RBMXL2;EIF3B;EIF3G;RPL11;RPL17-C18ORF32;EIF3H;RPL24;RPL35A;ATXN7L3;RPS19;RPSA;KAT2A;RPL9;RPS16;SUPT7L;ATXN7;RPL39P5;RPL21;GNB2L1;ROCK1;RPL8;TRRAP;NEIL3;RPL15;RPS12;RPL18A;RPL37A;MCM3AP;RPLP0P6;RPS2;ATXN7L3B;RPL6;RPL23;RPL7;PABPC1;RPLP0;PCDHB15;RPLP2;EIF3D;RPL14;RPL7A;RPS9;RPL22;TADA3;RPL4;RPL38;RPL13A;RBMX;PRMT1;EIF2S3L;EIF3L;TMPO;RPL17;RPL3;RPL23A;PEX14;RPS3;NPM1;NACA;RPL5;ATXN7L2;RPL13;SRP72;EPRS;RPS8;EIF3C;RPS28;GLUD1;RPS18;NAA10;RPL36;RPL19;PABPC4;RPL39;GLUD2;RPS13;RPL34;CCDC101;TADA2B;RPS15A;TAF5L;CAPRIN1;RPS21;EIF3K;RPL32;PRRC2C;DHX9;RPL31;TAF9B;RPS7;RPS24;EIF3A;EIF4A1;RPL30;CETN3;PRPS1L1;RPS3A;RPL10A;KIFC1;EIF3CL;PABPN1;PRPS1;RPL28;RPS20;ILF3;KTN1;RPL27A;RPLP1;SMO;RPL27;RPS23;TAF6L,Y
LGALS9C,20,CD63;LGALS9;SLC4A7;ATP2B1;SLC12A2;LGALS3;SLC12A6;ABCC4;SLC12A7;SLC4A2;SLC12A4;SLC38A9;ATP2B4;TSPAN3;RRAGC;ATG9A;DCX;DHX16;ANO6;SLC7A1,CD63;LGALS9;SLC4A7;ATP2B1;SLC12A2;LGALS3;SLC12A6;ABCC4;SLC12A7;SLC4A2;SLC12A4;SLC38A9;ATP2B4;TSPAN3;RRAGC;ATG9A;DCX;DHX16;ANO6;SLC7A1,Y
TRPV3,5,C1orf43;NAT8L;ULBP3;RNF181;MMP15,C1orf43;NAT8L;ULBP3;RNF181;MMP15,Y
PPP4R2,29,SMEK1;SLC4A1AP;FAM133B;FAM19A3;CCDC6;CT45A1;PPME1;METTL15;SMEK2;PMPCB;CT45A3;USP10;PUS7;NPHP4;CRAMP1L;ELMSAN1;UXS1;C5orf44;CT45A5;PLA2G2E;RAP1A;PPP4R2;CT45A2;ZNF785;DHX38;PPP2R4;PPP4C;TIPRL;CT45A4,SMEK1;SLC4A1AP;FAM133B;FAM19A3;CCDC6;CT45A1;PPME1;METTL15;SMEK2;PMPCB;CT45A3;USP10;PUS7;NPHP4;CRAMP1L;ELMSAN1;UXS1;C5orf44;CT45A5;PLA2G2E;RAP1A;CT45A2;ZNF785;DHX38;PPP2R4;PPP4C;TIPRL;CT45A4,Y
THOC5,40,THOC1;BAT1;KLF16;THOC2;DDX39;SERPINB12;CCDC9;RPL6;DDX39B;CHTOP;DDX24;POLDIP3;ALYREF;TNFAIP6;SIRT1;IMP4;FYTTD1;ZC3H11A;RPL22;KIAA1522;THOC7;ZC3H14;PDGFRA;EIF4A3;KIF1C;RPL27A;MYO1G;C17orf85;WDR74;MRPL12;THOC5;THOC6;MAGOHB;DDX39A;FMNL1;NEMF;GTF2F1;THOC3;MRPS27;C19orf47,THOC1;BAT1;KLF16;THOC2;DDX39;SERPINB12;CCDC9;RPL6;DDX39B;CHTOP;DDX24;POLDIP3;ALYREF;TNFAIP6;SIRT1;IMP4;FYTTD1;ZC3H11A;RPL22;KIAA1522;THOC7;ZC3H14;PDGFRA;EIF4A3;KIF1C;RPL27A;MYO1G;C17orf85;WDR74;MRPL12;THOC6;MAGOHB;DDX39A;FMNL1;NEMF;GTF2F1;THOC3;MRPS27;C19orf47,Y
MTUS2,23,CAST;ATP6V0A2;MYADM;ATP6AP2;CCDC6;FRA10AC1;HDDC2;TMEM63B;RHOA;SCAF8;PPAP2C;ATP6AP1;ATP6V0C;CCDC115;PACSIN3;CP110;DCAF10;ATP6V0A1;ATP11C;DOHH;TNFRSF10B;MTUS1;ATP6V0D2,CAST;ATP6V0A2;MYADM;ATP6AP2;CCDC6;FRA10AC1;HDDC2;TMEM63B;RHOA;SCAF8;PPAP2C;ATP6AP1;ATP6V0C;CCDC115;PACSIN3;CP110;DCAF10;ATP6V0A1;ATP11C;DOHH;TNFRSF10B;MTUS1;ATP6V0D2,Y
PHF7,8,HARS2;USP7;IDE;CREB1;PPP1R12A;USP11;MICA;TCEAL1,HARS2;USP7;IDE;CREB1;PPP1R12A;USP11;MICA;TCEAL1,Y
ARV1,29,SLC22A2;AVPR2;TSPAN31;SYP;IL13RA2;HCST;SCN3B;ACVR1;CD4;GRPR;PVR;LDLRAD1;APLNR;KCNMB3;SLC22A9;KIAA1467;C12orf49;DGCR2;P2RX5;TGFA;MFAP5;TSPAN8;SLC5A6;C3AR1;BSCL2;IPPK;CLEC2D;CD1A;TSPAN15,SLC22A2;AVPR2;TSPAN31;SYP;IL13RA2;HCST;SCN3B;ACVR1;CD4;GRPR;PVR;LDLRAD1;APLNR;KCNMB3;SLC22A9;KIAA1467;C12orf49;DGCR2;P2RX5;TGFA;MFAP5;TSPAN8;SLC5A6;C3AR1;BSCL2;IPPK;CLEC2D;CD1A;TSPAN15,N
LAT,5,ZDHHC20;MAGT1;LMF1;COL1A1;ZDHHC6,ZDHHC20;MAGT1;LMF1;COL1A1;ZDHHC6,Y
PPP2R5E,43,S100A2;KLF15;KNDC1;LASS2;FAM43A;SGOL2;MARK2;GRIN2A;PPP2R5A;ZFPL1;LPAR4;DDX56;DCAF11;DNASE2B;PPP2CB;ZNF276;C1orf21;FAM9C;SGOL1;KLHL14;C3orf18;VTI1B;MOS;GTF2E2;CCNG1;C6orf174;PPP2CA;SOGA1;ELP4;ZNF517;SAMHD1;ZNF785;C12orf39;GJB7;TMEM206;PRR14;PPP2R1A;VSIG1;CRIP1;C1QL4;AIM1;NHSL1;WNT3A,S100A2;KLF15;KNDC1;LASS2;FAM43A;SGOL2;MARK2;GRIN2A;PPP2R5A;ZFPL1;LPAR4;DDX56;DCAF11;DNASE2B;PPP2CB;ZNF276;C1orf21;FAM9C;SGOL1;KLHL14;C3orf18;VTI1B;MOS;GTF2E2;CCNG1;C6orf174;PPP2CA;SOGA1;ELP4;ZNF517;SAMHD1;ZNF785;C12orf39;GJB7;TMEM206;PRR14;PPP2R1A;VSIG1;CRIP1;C1QL4;AIM1;NHSL1;WNT3A,N
TMX2,2,NDUFA7;NDUFV3,NDUFA7;NDUFV3,Y
VIPAR,10,CCDC22;VPS24;KIF1B;PLOD3;LYG2;PRKD2;GLT25D2;RABIF;MATN4;PIP,CCDC22;VPS24;KIF1B;PLOD3;LYG2;PRKD2;GLT25D2;RABIF;MATN4;PIP,N
UTP20,30,SCN2B;CLMP;CXCL16;TNFRSF1A;BSG;CD70;TMEM74;CYB5B;OCIAD1;CD274;SCN3B;GYPA;PBXIP1;EFNA4;GPR17;CLSTN1;CD80;C3orf18;OPALIN;DGCR2;TNFRSF1B;ITFG3;GYPB;KPNA1;JTB;ARSF;CLSTN2;GPR182;EFNA5;VSIG1,SCN2B;CLMP;CXCL16;TNFRSF1A;BSG;CD70;TMEM74;CYB5B;OCIAD1;CD274;SCN3B;GYPA;PBXIP1;EFNA4;GPR17;CLSTN1;CD80;C3orf18;OPALIN;DGCR2;TNFRSF1B;ITFG3;GYPB;KPNA1;JTB;ARSF;CLSTN2;GPR182;EFNA5;VSIG1,N
TMEM14B,36,RBM15B;CCDC55;TOP1;DIDO1;LSM14A;ZFC3H1;CDK11B;ZC3H4;SNIP1;MFAP1;ESF1;DCAF13;UTP11L;NCOA5;C19orf29;DDX46;SNW1;RRP36;ZC3H13;WDR46;CWC25;SFSWAP;PRRC2A;TJP2;PPHLN1;PRPF38B;RBMXL1;PPIG;PRPF38A;RP9;DHX38;TCEB3;C11orf57;SFPQ;CDK12;SLTM,RBM15B;CCDC55;TOP1;DIDO1;LSM14A;ZFC3H1;CDK11B;ZC3H4;SNIP1;MFAP1;ESF1;DCAF13;UTP11L;NCOA5;C19orf29;DDX46;SNW1;RRP36;ZC3H13;WDR46;CWC25;SFSWAP;PRRC2A;TJP2;PPHLN1;PRPF38B;RBMXL1;PPIG;PRPF38A;RP9;DHX38;TCEB3;C11orf57;SFPQ;CDK12;SLTM,Y
PGAP2,14,SPCS2;OSTF1;RANBP1;PPP6C;UBE2R2;PFKFB2;C21orf59;MESDC2;C16orf79;FTO;CDK5RAP2;PBK;PPME1;UBLCP1,SPCS2;OSTF1;RANBP1;PPP6C;UBE2R2;PFKFB2;C21orf59;MESDC2;C16orf79;FTO;CDK5RAP2;PBK;PPME1;UBLCP1,Y
GFRA3,11,B3GAT3;B3GALNT2;CNNM1;SLC12A7;HLA-DRB1;STK36;GLRB;SELT;FCGRT;JMJD8;ADAMTS2,B3GAT3;B3GALNT2;CNNM1;SLC12A7;HLA-DRB1;STK36;GLRB;SELT;FCGRT;JMJD8;ADAMTS2,Y
MGA,47,HSPB2;RPL35;ZNF692;C3orf52;MAX;HSD17B14;CTLA4;TFDP2;TMEM74;WDR5;WBP2NL;PIAS4;KBTBD5;MAD2L1;CARD8;RNF2;TRIM52;PRPS1;RING1;RYBP;ZMYND8;ASB6;CDH19;E2F6;PSME3;YAF2;SSSCA1;LTBR;KDM5C;L3MBTL2;JARID1C;RNF4;CDC16;FTL;C1orf190;DYNC1LI1;MLX;PIPSL;CBX1;PCGF6;MIER2;PRPS2;CBX3;PSMC3;AIM1L;HDAC1;CBX7,HSPB2;RPL35;ZNF692;C3orf52;MAX;HSD17B14;CTLA4;TFDP2;TMEM74;WDR5;WBP2NL;PIAS4;KBTBD5;MAD2L1;CARD8;RNF2;TRIM52;PRPS1;RING1;RYBP;ZMYND8;ASB6;CDH19;E2F6;PSME3;YAF2;SSSCA1;LTBR;KDM5C;L3MBTL2;JARID1C;RNF4;CDC16;FTL;C1orf190;DYNC1LI1;MLX;PIPSL;CBX1;PCGF6;MIER2;PRPS2;CBX3;PSMC3;AIM1L;HDAC1;CBX7,N
LRTM2,7,SLC27A3;ABCC4;ALG14;GALNT2;ZDHHC6;BLK;TBC1D15,SLC27A3;ABCC4;ALG14;GALNT2;ZDHHC6;BLK;TBC1D15,Y
DIDO1,52,ANKRD50;EHHADH;HCFC1;C20orf197;TNPO3;SNRPF;TOP1;MTMR4;SPTB;C1orf189;OCLM;MAP1A;SAA1;CALM2;SNRPA;KIAA1797;GAGE2E;C11orf51;KRTAP19-7;PEA15;FBP1;SFPQ;TPX2;HCFC2;IFI27L1;SRPK2;DPM2;H2BC21;CPSF6;COL8A1;SNRPB;CALM3;SSRP1;RBMXL1;CSNK2B;MALL;TMSB4Y;C16orf58;PTP4A3;IFI6;PIN1;GAGE5;OGT;EZH1;PACSIN2;SNRPC;UQCR11;PSENEN;H2AFJ;TMEM14B;TMED2;CYCS,ANKRD50;EHHADH;HCFC1;C20orf197;TNPO3;SNRPF;TOP1;MTMR4;SPTB;C1orf189;OCLM;MAP1A;SAA1;CALM2;SNRPA;KIAA1797;GAGE2E;C11orf51;KRTAP19-7;PEA15;FBP1;SFPQ;TPX2;HCFC2;IFI27L1;SRPK2;DPM2;H2BC21;CPSF6;COL8A1;SNRPB;CALM3;SSRP1;RBMXL1;CSNK2B;MALL;TMSB4Y;C16orf58;PTP4A3;IFI6;PIN1;GAGE5;OGT;EZH1;PACSIN2;SNRPC;UQCR11;PSENEN;H2AFJ;TMEM14B;TMED2;CYCS,Y
EIF4E1B,2,EIF4EBP1;EIF4E,EIF4EBP1;EIF4E,N
NOL7,9,CIRH1A;NOL11;GNA11;UTP15;WDR43;WDR75;IPO5;GAPDHS;CEP120,CIRH1A;NOL11;GNA11;UTP15;WDR43;WDR75;IPO5;GAPDHS;CEP120,Y
FIGF,31,NOTCH1;RCN2;MBTPS1;TUBB8;CBWD1;PROS1;CHRNA5;MR1;HLA-F;VWDE;OAF;FUK;KCMF1;TOR1B;UBR4;MFGE8;ZER1;F10;PBXIP1;TUBB3;BIRC6;CBWD3;ADAM9;PTPRU;RPSAP58;SORL1;CBWD2;FRAS1;SIL1;ADAMTS7;MOCS3,NOTCH1;RCN2;MBTPS1;TUBB8;CBWD1;PROS1;CHRNA5;MR1;HLA-F;VWDE;OAF;FUK;KCMF1;TOR1B;UBR4;MFGE8;ZER1;F10;PBXIP1;TUBB3;BIRC6;CBWD3;ADAM9;PTPRU;RPSAP58;SORL1;CBWD2;FRAS1;SIL1;ADAMTS7;MOCS3,Y
HMGB2,91,RPL35;NOMO3;H1FX;GNL3;RPS6;RPS4X;WASH6P;NUFIP2;EIF3E;RPL10;SERBP1;RPS25;RPL11;ATXN2;WDR26;DHX30;RPL17-C18ORF32;RPL24;RPS19;PRRC2A;ABCE1;RPSA;SSR4;RPS16;RPL39P5;GNB2L1;RPL21;RPL8;RPLP0P6;RPS2;RPL6;PABPC1;RPS15;RPLP0;RPLP2;RPL14;RPL22;RPL4;RPL38;NOMO1;RPS10;FAU;RPL17;RPL3;WASH4P;RPL23A;HMGB1;RPS10-NUDT3;RPL13;SRP72;RPS8;NOMO2;RPS28;RPS18;RPL36;RPS27L;RPS26;RPL39;RPS27;RPL34;WASH3P;EIF3M;RPS15A;RPS21;EIF3K;SSR1;LSG1;RPL32;HMGB2;RPL31;RPS7;EIF3A;CCDC86;SRP68;SP100;EIF2S1;RPS3A;RPL10A;EIF3CL;PABPC3;RPS20;KTN1;RPL27A;CSNK2B;RPLP1;SRP54;WASH1;RPL27;WASH2P;EIF3I;RPS23,RPL35;NOMO3;H1FX;GNL3;RPS6;RPS4X;WASH6P;NUFIP2;EIF3E;RPL10;SERBP1;RPS25;RPL11;ATXN2;WDR26;DHX30;RPL17-C18ORF32;RPL24;RPS19;PRRC2A;ABCE1;RPSA;SSR4;RPS16;RPL39P5;GNB2L1;RPL21;RPL8;RPLP0P6;RPS2;RPL6;PABPC1;RPS15;RPLP0;RPLP2;RPL14;RPL22;RPL4;RPL38;NOMO1;RPS10;FAU;RPL17;RPL3;WASH4P;RPL23A;HMGB1;RPS10-NUDT3;RPL13;SRP72;RPS8;NOMO2;RPS28;RPS18;RPL36;RPS27L;RPS26;RPL39;RPS27;RPL34;WASH3P;EIF3M;RPS15A;RPS21;EIF3K;SSR1;LSG1;RPL32;RPL31;RPS7;EIF3A;CCDC86;SRP68;SP100;EIF2S1;RPS3A;RPL10A;EIF3CL;PABPC3;RPS20;KTN1;RPL27A;CSNK2B;RPLP1;SRP54;WASH1;RPL27;WASH2P;EIF3I;RPS23,Y
C22orf26,2,ACTA2;HNRNPA1L2,ACTA2;HNRNPA1L2,Y
TPTE2,23,KIAA1279;SSFA2;HAUS8;STRN4;ARRB2;USP33;RMND1;UBB;C14orf80;HAUS7;MTX3;HAUS1;DNAJB5;KIAA1712;HERC1;DNAJB4;KIAA0232;SH3GL1;C19orf2;DIAPH3;STRN3;IFFO1;PKD2,KIAA1279;SSFA2;HAUS8;STRN4;ARRB2;USP33;RMND1;UBB;C14orf80;HAUS7;MTX3;HAUS1;DNAJB5;KIAA1712;HERC1;DNAJB4;KIAA0232;SH3GL1;C19orf2;DIAPH3;STRN3;IFFO1;PKD2,Y
LRRC61,14,PI4K2B;RABEP2;SNX1;FAM184A;CARM1;FLNC;TGFBRAP1;SIK2;NEDD1;VPS11;TYK2;PLEKHA1;INPPL1;KIAA1524,PI4K2B;RABEP2;SNX1;FAM184A;CARM1;FLNC;TGFBRAP1;SIK2;NEDD1;VPS11;TYK2;PLEKHA1;INPPL1;KIAA1524,Y
LONRF1,4,GOLGA2;LONRF2;KCNJ5;ISCU,GOLGA2;LONRF2;KCNJ5;ISCU,Y
CA5A,1,PITRM1,PITRM1,Y
TM6SF2,1,GNAZ,GNAZ,Y
IL32,12,FGFR1;VAMP3;STX6;BMPR1A;STX10;FGFR2;ANKRD13D;CSNK1G2;USP33;STX12;PTPRD;NDFIP1,FGFR1;VAMP3;STX6;BMPR1A;STX10;FGFR2;ANKRD13D;CSNK1G2;USP33;STX12;PTPRD;NDFIP1,Y
ANKRD36B,36,LRP4;ANKRD36C;TYMP;ZNF724P;ARFGAP3;ZNF828;CHD7;SNAPC3;VLDLR;ZNF708;CHD8;ZNF107;SNAPC2;GULP1;VANGL1;VANGL2;ZNF92;LRP2;SPEN;LRP1;SNAPC4;ZNF594;HIST1H1B;CHD9;CCDC66;IVL;TTK;LRP1B;KBTBD7;SNAPC1;LRPAP1;RASA1;POGZ;SORL1;AHCYL1;AHCYL2,LRP4;ANKRD36C;TYMP;ZNF724P;ARFGAP3;ZNF828;CHD7;SNAPC3;VLDLR;ZNF708;CHD8;ZNF107;SNAPC2;GULP1;VANGL1;VANGL2;ZNF92;LRP2;SPEN;LRP1;SNAPC4;ZNF594;HIST1H1B;CHD9;CCDC66;IVL;TTK;LRP1B;KBTBD7;SNAPC1;LRPAP1;RASA1;POGZ;SORL1;AHCYL1;AHCYL2,Y
SYPL2,7,HSPA5;TMEM192;TSPAN15;TMEM120A;C19orf28;PVRL2;CYB5A,HSPA5;TMEM192;TSPAN15;TMEM120A;C19orf28;PVRL2;CYB5A,Y
CDKL3,1,STAMBP,STAMBP,Y
ACIN1,20,EPB41L2;MAPKAPK2;CCDC9;RAB5C;LUC7L2;C1orf35;GOLGA7;SRSF6;TECTB;ESRRB;SGTB;NFKBIL1;SAP18;SRSF7;CLK3;LGALS3BP;RNPS1;U2AF2;SNRPA1;EPB41L3,EPB41L2;MAPKAPK2;CCDC9;RAB5C;LUC7L2;C1orf35;GOLGA7;SRSF6;TECTB;ESRRB;SGTB;NFKBIL1;SAP18;SRSF7;CLK3;LGALS3BP;RNPS1;U2AF2;SNRPA1;EPB41L3,N
ARMS2,6,EEF1A2;PRKCA;ANXA13;MICAL1;EFR3A;OGDHL,EEF1A2;PRKCA;ANXA13;MICAL1;EFR3A;OGDHL,Y
FUBP3,6,PDIA5;KLHL18;FUBP1;TGIF2LX;MBL2;PRSS2,PDIA5;KLHL18;FUBP1;TGIF2LX;MBL2;PRSS2,Y
KLHL6,7,PDLIM7;KLHL7;NUDCD3;RC3H2;ELF1;DHRS4;ZYX,PDLIM7;KLHL7;NUDCD3;RC3H2;ELF1;DHRS4;ZYX,Y
SESN3,2,ZFP1;MYCBP2,ZFP1;MYCBP2,Y
SPTBN1,8,ACTG1;RAB11A;ACTB;CALM3;ULK3;CALD1;CAPZB;CTTN,ACTG1;RAB11A;ACTB;CALM3;ULK3;CALD1;CAPZB;CTTN,N
GML,49,ACSF2;ICAM5;TUBA1A;EIF2A;MBTPS1;LAMA3;ITGA8;TUBB8;CNTNAP3;CLGN;SLFN5;LRIG1;IPO13;HLA-F;PRKD2;EARS2;TMEM67;CNNM3;ATP6V1H;HEATR7A;RSAD1;TUBA4A;PVR;LOC100507680;ADAM21;GBF1;FAT1;TUBB3;GDF15;DHFRL1;ACAD10;DDX19B;DGCR2;TTC17;HKDC1;AAGAB;RARS2;POTEF;KDELC1;TNFAIP2;COL6A1;TGFBR1;LAMA5;LAMB2;FRAS1;FASTKD1;NUBPL;POLD3;ICAM1,ACSF2;ICAM5;TUBA1A;EIF2A;MBTPS1;LAMA3;ITGA8;TUBB8;CNTNAP3;CLGN;SLFN5;LRIG1;IPO13;HLA-F;PRKD2;EARS2;TMEM67;CNNM3;ATP6V1H;HEATR7A;RSAD1;TUBA4A;PVR;LOC100507680;ADAM21;GBF1;FAT1;TUBB3;GDF15;DHFRL1;ACAD10;DDX19B;DGCR2;TTC17;HKDC1;AAGAB;RARS2;POTEF;KDELC1;TNFAIP2;COL6A1;TGFBR1;LAMA5;LAMB2;FRAS1;FASTKD1;NUBPL;POLD3;ICAM1,Y
PI4KB,17,LSM1;RDM1;MOCS1;CDK7;HSPA1A;UTRN;YWHAG;DNAJC10;PI4KB;RAB11B;YWHAH;YWHAB;CASP1;S100A6;KBTBD7;YWHAZ;YWHAQ,LSM1;RDM1;MOCS1;CDK7;HSPA1A;UTRN;YWHAG;DNAJC10;RAB11B;YWHAH;YWHAB;CASP1;S100A6;KBTBD7;YWHAZ;YWHAQ,Y
MBL2,23,UBE2J2;PCGF3;PSMB2;TGIF2LX;DCK;PDIA5;PSMB1;PSMB7;PSMA2;SPIN4;RASL11A;PSMA3;FUBP3;PSMA1;PSMB3;FBXO11;PSMA6;GALNT9;PSME4;LOC441493;EGLN3;PSMB4;TRMU,UBE2J2;PCGF3;PSMB2;TGIF2LX;DCK;PDIA5;PSMB1;PSMB7;PSMA2;SPIN4;RASL11A;PSMA3;FUBP3;PSMA1;PSMB3;FBXO11;PSMA6;GALNT9;PSME4;LOC441493;EGLN3;PSMB4;TRMU,Y
CARS2,7,C13orf15;TRMT61B;C17orf90;COCH;MRPL18;WBP5;LYPD2,C13orf15;TRMT61B;C17orf90;COCH;MRPL18;WBP5;LYPD2,N
SPRYD4,14,AMBRA1;COL10A1;CDC34;FMNL2;PTPN2;NUMB;C1orf51;ZDHHC21;CBWD1;GOLGA2;DCAF10;NUDT13;SPG11;HOXD3,AMBRA1;COL10A1;CDC34;FMNL2;PTPN2;NUMB;C1orf51;ZDHHC21;CBWD1;GOLGA2;DCAF10;NUDT13;SPG11;HOXD3,Y
RPS14,91,NOB1;RPL35;PURG;MTX3;NOC4L;SRPK1;RSL1D1;TTF1;SRSF6;RPL36AL;NGDN;ZNF121;ZNF346;RPS19;DDX31;NEIL1;REXO4;MYO18A;TSR1;RPL15;KRI1;RPL37A;RPS2;CCZ1;PRKRA;BMS1;NAT10;RPS15;PCMTD1;RPLP0;LIN28A;RPL14;RPL7A;HIST1H1B;LTV1;PRPF4B;HIST1H2AM;ZNF430;PRKRIR;RPSAP58;ZBTB24;RPS10;LY86;RPS3;MYBBP1A;MAGEB2;SPTY2D1;FRMD8;C14orf149;FGF13;RPS8;KIAA0020;RPL26L1;TAF1C;PPP1R9B;RPL19;RRS1;H1FOO;CEBPZ;RPL7L1;FGFBP1;RPS13;RBM28;NVL;LARP7;SPOCK2;YTHDC2;KRR1;NOC2L;DCAF5;RPL32;CUEDC1;DDX27;CCDC137;NKTR;STAU1;PPAN-P2RY11;CENPV;RPL23AP32;CCDC86;DDX24;SDAD1;RRP12;RPS3A;RBM19;MTX2;URB1;DDX18;TAF9;SPECC1L;TAF1D,NOB1;RPL35;PURG;MTX3;NOC4L;SRPK1;RSL1D1;TTF1;SRSF6;RPL36AL;NGDN;ZNF121;ZNF346;RPS19;DDX31;NEIL1;REXO4;MYO18A;TSR1;RPL15;KRI1;RPL37A;RPS2;CCZ1;PRKRA;BMS1;NAT10;RPS15;PCMTD1;RPLP0;LIN28A;RPL14;RPL7A;HIST1H1B;LTV1;PRPF4B;HIST1H2AM;ZNF430;PRKRIR;RPSAP58;ZBTB24;RPS10;LY86;RPS3;MYBBP1A;MAGEB2;SPTY2D1;FRMD8;C14orf149;FGF13;RPS8;KIAA0020;RPL26L1;TAF1C;PPP1R9B;RPL19;RRS1;H1FOO;CEBPZ;RPL7L1;FGFBP1;RPS13;RBM28;NVL;LARP7;SPOCK2;YTHDC2;KRR1;NOC2L;DCAF5;RPL32;CUEDC1;DDX27;CCDC137;NKTR;STAU1;PPAN-P2RY11;CENPV;RPL23AP32;CCDC86;DDX24;SDAD1;RRP12;RPS3A;RBM19;MTX2;URB1;DDX18;TAF9;SPECC1L;TAF1D,Y
BMP7,7,GSTCD;KIAA0564;UBR3;UBR1;ICK;KLHL22;BTBD1,GSTCD;KIAA0564;UBR3;UBR1;ICK;KLHL22;BTBD1,Y
TTC35,11,FAM158A;C15orf24;KIAA0090;TMEM111;NADSYN1;COX4NB;C19orf63;CPSF7;UFSP2;MMGT1;FBXO6,FAM158A;C15orf24;KIAA0090;TMEM111;NADSYN1;COX4NB;C19orf63;CPSF7;UFSP2;MMGT1;FBXO6,Y
USH1G,3,MICAL1;POTEF;USH1C,MICAL1;POTEF;USH1C,Y
TUBGCP4,26,WWC1;PRICKLE3;TUBGCP3;MZT2B;FBXW11;CHD8;MZT2A;NME7;EFTUD1;TUBGCP6;MZT1;TUBG2;TUBG1;GPR45;APLNR;VWA9;NEDD1;TUBGCP2;C5orf42;PZP;TUBGCP5;LGALS3BP;TUBGCP4;FPR1;SYNRG;CEP128,WWC1;PRICKLE3;TUBGCP3;MZT2B;FBXW11;CHD8;MZT2A;NME7;EFTUD1;TUBGCP6;MZT1;TUBG2;TUBG1;GPR45;APLNR;VWA9;NEDD1;TUBGCP2;C5orf42;PZP;TUBGCP5;LGALS3BP;FPR1;SYNRG;CEP128,Y
DAK,26,CCDC53;MPI;C3orf1;OSGEP;DNAJB1;DACT3;PAQR3;SERBP1;KLHL17;TMEM173;GOLGA2;SYT6;COL10A1;MYLK4;SERINC2;SSSCA1;BLMH;NME3;DNAJB6;GINS2;DACT2;CHAC2;NTNG1;AKAP13;COMTD1;THAP8,CCDC53;MPI;C3orf1;OSGEP;DNAJB1;DACT3;PAQR3;SERBP1;KLHL17;TMEM173;GOLGA2;SYT6;COL10A1;MYLK4;SERINC2;SSSCA1;BLMH;NME3;DNAJB6;GINS2;DACT2;CHAC2;NTNG1;AKAP13;COMTD1;THAP8,N
AMOT,32,WWC1;NF2;AMOTL1;HSPA1A;FAM168A;PRPF40A;MPDZ;WWP2;DYNLL2;FBXO2;MLH1;RAB3IL1;YAP1;SART1;ALOX5;MLK4;MPP5;MED4;RTCD1;BAG2;WWTR1;NAGK;C1orf190;AKAP12;DYNLL1;MAGEA4;WWP1;NEDD4;SF1;AMOT;PHF20L1;ATP6V0D2,WWC1;NF2;AMOTL1;HSPA1A;FAM168A;PRPF40A;MPDZ;WWP2;DYNLL2;FBXO2;MLH1;RAB3IL1;YAP1;SART1;ALOX5;MLK4;MPP5;MED4;RTCD1;BAG2;WWTR1;NAGK;C1orf190;AKAP12;DYNLL1;MAGEA4;WWP1;NEDD4;SF1;PHF20L1;ATP6V0D2,Y
